1987,UTA,KarlMalone,JohnStockton,MarkEaton,ThurlBailey,BobHansen,MarcIavaroni,BartKofoed,RickeyGreen
1987,WA1,JeffMalone,MosesMalone,JohnWilliams,BernardKing,DarrellWalker,CharlesJones,SteveColter,TerryCatledge
1988,ATL,DominiqueWilkins,MosesMalone,JonKoncak,ReggieTheus,JohnBattle,AntoineCarr,CliffLevingston,SpudWebb
1988,BOS,ReggieLewis,BrianShaw,KevinMchale,RobertParish,JoeKleine,DennisJohnson,EdPinckney,KevinGamble
1988,CHI,MichaelJordan,HoraceGrant,ScottiePippen,BillCartwright,CraigHodges,JohnPaxson,DaveCorzine,CharlieDavis
1988,CLE,LarryNance,RonHarper,BradDaugherty,JohnWilliams,MarkPrice,CraigEhlo,MikeSanders,DarnellValentine
1988,DEN,AlexEnglish,BillHanzlik,WalterDavis,MichaelAdams,ElstonTurner,DarwinCook,LafayetteLever,WayneCooper
1988,DET,IsiahThomas,JoeDumars,BillLaimbeer,MarkAguirre,DennisRodman,JohnSalley,VinnieJohnson,RickMahorn
1988,GSW,ChrisMullin,MitchRichmond,WinstonGarland,RodHiggins,TerryTeagle,ManuteBol,LarrySmith,SteveAlford
1988,HOU,HakeemOlajuwon,SleepyFloyd,OtisThorpe,MikeWoodson,BuckJohnson,WalterBerry,TimMccormick,DerrickChievous
1988,LAL,JamesWorthy,MagicJohnson,MichaelCooper,ByronScott,MychalThompson,KareemAbdul-jabbar,OrlandoWoolridge,TonyCampbell
1988,MIL,FredRoberts,JayHumphries,JackSikma,RickyPierce,LarryKrystkowiak,SidneyMoncrief,RandyBreuer,TerryCummings
1988,NYK,PatrickEwing,MarkJackson,CharlesOakley,GeraldWilkins,JohnnyNewman,TrentTucker,ErnieVandeweghe,SidneyGreen
1988,PHI,CharlesBarkley,MauriceCheeks,MikeGminski,RonAnderson,HerseyHawkins,JeromeHenderson,DerekSmith,BenColeman
1988,PHO,TomChambers,KevinJohnson,EddieJohnson,JeffHornacek,DanMajerle,TyroneCorbin,MarkWest,ArmenGilliam
1988,POR,ClydeDrexler,TerryPorter,JeromeKersey,KevinDuckworth,SamBowie,DannyYoung,CaldwellJones,RichardAnderson
1988,SEA,DaleEllis,DerrickMckey,XavierMcdaniel,SedaleThreatt,NateMcmillan,MichaelCage,OldenPolynice,AltonLister
1988,UTA,JohnStockton,KarlMalone,BobHansen,ThurlBailey,MarkEaton,DarrellGriffith,MikeBrown,EricLeckner
1989,BOS,LarryBird,ReggieLewis,KevinMchale,RobertParish,DennisJohnson,JoeKleine,JohnBagley,JimPaxson
1989,CHI,MichaelJordan,HoraceGrant,ScottiePippen,BillCartwright,JohnPaxson,StaceyKing,CraigHodges,EdNealy
1989,CLE,CraigEhlo,MarkPrice,BradDaugherty,HotrodWilliams,LarryNance,WinstonBennett,SteveKerr,TreeRollins
1989,DAL,RoyTarpley,RolandoBlackman,DerekHarper,SamPerkins,HerbWilliams,JamesDonaldson,SteveAlford,BillWennington
1989,DEN,LafayetteLever,MichaelAdams,BlairRasmussen,BillHanzlik,AlexEnglish,WalterDavis,ToddLichti,Joe BarryCarroll
1989,DET,IsiahThomas,JoeDumars,BillLaimbeer,DennisRodman,JohnSalley,JamesEdwards,VinnieJohnson,MarkAguirre
1989,HOU,SleepyFloyd,OtisThorpe,HakeemOlajuwon,VernonMaxwell,BuckJohnson,LarrySmith,MitchellWiggins,TimMccormick
1989,IND,ReggieMiller,DetlefSchrempf,ChuckPerson,VernFleming,RikSmits,LasalleThompson,RickeyGreen,MikeSanders
1989,LAL,MagicJohnson,JamesWorthy,ByronScott,A.c.Green,MychalThompson,OrlandoWoolridge,VladeDivac,MichaelCooper
1989,MIL,AlvinRobertson,BradLohaus,PaulPressey,RickyPierce,JackSikma,CadillacAnderson,JayHumphries,FredRoberts
1989,NYK,PatrickEwing,MauriceCheeks,CharlesOakley,GeraldWilkins,KikiVandeweghe,JohnnyNewman,TrentTucker,KennyWalker
1989,PHI,CharlesBarkley,HerseyHawkins,JohnnyDawkins,MikeGminski,RickMahorn,RonAnderson,ScottBrooks,BobThornton
1989,PHO,TomChambers,JeffHornacek,KevinJohnson,MarkWest,DanMajerle,KurtRambis,EddieJohnson,TimPerry
1989,POR,ClydeDrexler,JeromeKersey,TerryPorter,BuckWilliams,KevinDuckworth,CliffordRobinson,DannyYoung,DrazenPetrovic
1989,SAS,RodStrickland,WillieAnderson,TerryCummings,DavidRobinson,DavidWingate,SeanElliott,FrankBrickowski,JohnnyMoore
1989,UTA,KarlMalone,JohnStockton,ThurlBailey,BobHansen,MarkEaton,DarrellGriffith,BlueEdwards,MikeBrown
1990,ATL,DominiqueWilkins,DocRivers,KevinWillis,SpudWebb,JonKoncak,JohnBattle,SidneyMoncrief,MosesMalone
1990,BOS,ReggieLewis,LarryBird,KevinMchale,BrianShaw,RobertParish,DeeBrown,KevinGamble,EdPinckney
1990,CHI,ScottiePippen,MichaelJordan,HoraceGrant,BillCartwright,JohnPaxson,B.j.Armstrong,CraigHodges,WillPerdue
1990,DET,JoeDumars,DennisRodman,BillLaimbeer,VinnieJohnson,IsiahThomas,MarkAguirre,JamesEdwards,JohnSalley
1990,GSW,TimHardaway,MitchRichmond,ChrisMullin,RodHiggins,SarunasMarciulionis,MarioElie,JimPetersen,TomTolbert
